No,Bulan,Konsumen,Kode Produk,Nama Produk,Stock Ready,Jumlah Barang,Jlh barang,Harga,Jumlah Harga,,,
632,2020-06,"KARUNIA, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,"2,678",136 BOX,136,"8,500","1,156,000",,,
633,2020-06,"KARUNIA, APT",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,"1,852",408 BOX,408,"7,500","3,060,000",,,
634,2020-06,"KARUNIA, APT",NPH006,NOVAGESIC SYRUP 60 ML,"2,040",300 BTL,300,"3,900","1,170,000",,,
635,2020-06,"KARUNIA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,379",100 BOX,100,"46,000","4,600,000",,,
636,2020-06,"KARUNIA, APT",NPH020,NOVASTAN SYRUP 60 ML,"1,544",120 BTL,120,"5,300","636,000",,,
637,2020-06,"KARUNIA, APT",NPH025,NOVACHLOR KAPSUL 100's,321,40 BOX,40,"59,000","2,360,000",,,
638,2020-06,"KARUNIA, APT",NPH034,NUVOPEC 15 MG SYRUP 60 ML,"1,205",60 BTL,60,"3,800","228,000",,,
639,2020-06,"KARUNIA, APT",RAM001,CALORTUSIN KAPLET 100's,595,50 BOX,50,"41,000","2,050,000",,,
640,2020-06,"KARUNIA, APT",RAM024,BIOVITAN SYRUP 60 ML,572,50 BTL,50,"4,000","200,000",,,
641,2020-06,"KARUNIA, APT",RAM046,AFOLAT 400 MG TABLET 100S,848,40 BOX,40,"13,000","520,000",,,
642,2020-06,"KARUNIA, APT",RAM052,BROXOLIC 15 MG SYRUP 60 ML,350,50 BTL,50,"3,600","180,000",,,
643,2020-06,"KARUNIA, APT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050",100 POT,100,"5,800","580,000",,,
644,2020-06,"KARUNIA, APT",YKT035,"YEKADRYL EXTRA (Diphenhydramin HCl 12,5 mg, Dextromethorphan HBr 15,0 mg, Ammonium Chlo",121,100 BTL,100,"4,400","440,000",,,
645,2020-06,"SALSA FHARMA, APTK",NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),"1,408",180 BTL,180,"4,250","765,000",,,
646,2020-06,"SALSA FHARMA, APTK",RAM052,BROXOLIC 15 MG SYRUP 60 ML,300,150 BTL,150,"3,600","540,000",,,
647,2020-06,"BROMO JAYA, APOTEK",NPH017,ALERGEN KAPLET 200'S,69,1 BOX,1,"12,500","12,500",,,
648,2020-06,"BROMO JAYA, APOTEK",RAM046,AFOLAT 400 MG TABLET 100S,808,1 BOX,1,"13,000","13,000",,,
649,2020-06,"BROMO JAYA, APOTEK",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,135,10 BOX,10,"46,000","460,000",,,
650,2020-06,"BROMO JAYA, APOTEK",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,148,5 BOX,5,"46,000","230,000",,,
651,2020-06,"BROMO JAYA, APOTEK",SPD003,"CARBIDU 0,5 MG TABLET 200'S",595,1 BOX,1,"23,500","23,500",,,
652,2020-06,"BROMO JAYA, APOTEK",ZNT033,ZELONA TABLET 100'S,"1,464",2 BOX,2,"21,750","43,500",,,
653,2020-06,"ADI MAKMUR II, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,247,20 BOX,20,"19,500","390,000",,,
654,2020-06,"ADI MAKMUR II, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100'S,"2,542",136 BOX,136,"8,500","1,156,000",,,
655,2020-06,"ADI MAKMUR II, APOTEK",RAM001,CALORTUSIN KAPLET 100's,545,50 BOX,50,"41,000","2,050,000",,,
656,2020-06,"ADI MAKMUR II, APOTEK",RAM030,ERYRA FORTE TABLET 100's,320,15 BOX,15,"91,000","1,365,000",,,
657,2020-06,"ADI MAKMUR II, APOTEK",TRM004,TRIMAKAL KAPLET 100'S,150,10 BOX,10,"13,000","130,000",,,
658,2020-06,"ADI MAKMUR II, APOTEK",TRM022,LIVTEZIN 10 (Cetirizine HCl 10 mg) KAPLET 100'S,12,10 BOX,10,"12,000","120,000",,,
659,2020-06,"RATU FARMA, APTK",ERT001,ETABION KAPSUL 100'S,955,100 BOX,100,"21,500","2,150,000",,,
660,2020-06,"RATU FARMA, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,"2,406",272 BOX,272,"8,500","2,312,000",,,
661,2020-06,"RATU FARMA, APTK",NPG052,PIROXICAM 10 MG TABLET 100'S,458,136 BOX,136,"7,800","1,060,800",,,
662,2020-06,"RATU FARMA, APTK",NPG054,MELOXICAM 15 MG TABLET 100'S,218,50 BOX,50,"21,000","1,050,000",,,
663,2020-06,"RATU FARMA, APTK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,"1,064",50 BOX,50,"19,500","975,000",,,
664,2020-06,"RATU FARMA, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)","3,149","1,280 POT","1,280","4,000","5,120,000",,,
665,2020-06,"RATU FARMA, APTK",RAM001,CALORTUSIN KAPLET 100's,495,50 BOX,50,"41,000","2,050,000",,,
666,2020-06,"RATU FARMA, APTK",TRM004,TRIMAKAL KAPLET 100'S,140,100 BOX,100,"13,000","1,300,000",,,
667,2020-06,"RATU FARMA, APTK",TRMG003,PREDNISON 5 MG TABLET 100'S,587,100 BOX,100,"12,500","1,250,000",,,
668,2020-06,TOKO OBAT PULAU BARU,AFI021,DUN SALEP (Icthammolum) 15 GR POT/ 12'S,828,768 POT,768,"4,650","3,571,200",,,
669,2020-06,TOKO OBAT PULAU BARU,AFI022,QOM (Borax Glycerine 10%) 10 ml /24'S,604,576 BTL,576,"3,100","1,785,600",,,
670,2020-06,TOKO OBAT PULAU BARU,ERT001,ETABION KAPSUL 100'S,855,100 BOX,100,"21,500","2,150,000",,,
671,2020-06,"JAYA MANDIRI, APTK",ERT023,ETAMOXUL SYRUP 60 ML,"1,975",150 BTL,150,"4,000","600,000",,,
672,2020-06,"JAYA MANDIRI, APTK",NPH012,NOVATRIM SYRUP 60 ML,"1,785",80 BTL,80,"4,100","328,000",,,
673,2020-06,"JAYA MANDIRI, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,315,10 BOX,10,"15,000","150,000",,,
674,2020-06,"JAYA MANDIRI, APTK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,146,20 BOX,20,"90,000","1,800,000",,,
675,2020-06,"JAYA MANDIRI, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,417,50 BOX,50,"14,500","725,000",,,
676,2020-06,"JAYA MANDIRI, APTK",YKT022,YEKAPRIM SYRUP 60 ML,300,200 BTL,200,"3,850","770,000",,,
677,2020-06,"REFATA, APOTEK",ERG007,PARACETAMOL 500 MG KAPLET 100'S,"1,484",2 BOX,2,"15,500","31,000",,,
678,2020-06,"REFATA, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,227,2 BOX,2,"19,500","39,000",,,
679,2020-06,"REFATA, APOTEK",NPG049,SIMVASTATIN 10 MG TABLET 100'S,262,3 BOX,3,"12,500","37,500",,,
680,2020-06,"REFATA, APOTEK",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,812,3 BOX,3,"20,000","60,000",,,
681,2020-06,"REFATA, APOTEK",RAG011,ANTASIDA DOEN TABLET 100'S,"3,316",1 BOX,1,"7,800","7,800",,,
682,2020-06,"REFATA, APOTEK",RAG012,AMLODIPINE BESILATE 5 MG TABLET 100'S,158,2 BOX,2,"9,500","19,000",,,
683,2020-06,"REFATA, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,126,4 BOX,4,"90,000","360,000",,,
684,2020-06,"MEDIFARMA SYARIAH, APOTEK",ERT001,ETABION KAPSUL 100'S,755,100 BOX,100,"21,500","2,150,000",,,
685,2020-06,"MEDIFARMA SYARIAH, APOTEK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,262,10 BOX,10,"54,750","547,500",,,
686,2020-06,"MEDIFARMA SYARIAH, APOTEK",IFR052,LERZIN KAPSUL 50's,50,38 BOX,38,"19,600","744,800",,,
687,2020-06,"MEDIFARMA SYARIAH, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,225,50 BOX,50,"19,500","975,000",,,
688,2020-06,"MEDIFARMA SYARIAH, APOTEK",NPG052,PIROXICAM 10 MG TABLET 100'S,322,136 BOX,136,"7,800","1,060,800",,,
689,2020-06,"MEDIFARMA SYARIAH, APOTEK",NPH034,NUVOPEC 15 MG SYRUP 60 ML,"1,145",180 BTL,180,"3,800","684,000",,,
690,2020-06,"MEDIFARMA SYARIAH, APOTEK",SMC001,SAMCOBION KAPSUL 100's,"2,098",100 BOX,100,"17,750","1,775,000",,,
691,2020-06,"MEDIFARMA SYARIAH, APOTEK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050",100 POT,100,"5,800","580,000",,,
692,2020-06,"JAYA, APOTEK",BMF009,"DEXTACO (Dexametason 0.5 mg, Dex-ctm 2 mg) KAPLET 100'S",26,6 BOX,6,"19,250","115,500",,,
693,2020-06,"JAYA, APOTEK",ERG005,COTRIMOXAZOLE 480 MG KAPLET 100'S,117,3 BOX,3,"22,250","66,750",,,
694,2020-06,"JAYA, APOTEK",ERT004,"ETADEX 0,5 MG KAPLET  200'S",574,6 BOX,6,"18,000","108,000",,,
695,2020-06,"JAYA, APOTEK",LAN001,"LANADEXON 0,5 MG KALPET 100'S",130,6 BOX,6,"12,000","72,000",,,
696,2020-06,"JAYA, APOTEK",LAN004,LANAMOL 500 MG KAPLET 100'S,57,4 BOX,4,"24,000","96,000",,,
697,2020-06,"JAYA, APOTEK",MBFG001,ONDANSETRON hci dihidrate 4 MG TAB 30'S,20,5 BOX,5,"11,000","55,000",,,
698,2020-06,"JAYA, APOTEK",MLX008,"MOLEXFLU SYRUP 60 ml ( Paracetamol,Phenylpropanolamine HCI,Chlorphenamine Maleate",197,12 BTL,12,"8,658","103,896",,,
699,2020-06,"JAYA, APOTEK",NPG049,SIMVASTATIN 10 MG TABLET 100'S,259,50 BOX,50,"12,500","625,000",,,
700,2020-06,"JAYA, APOTEK",RAM021,RAMADRYL EKSPEKTORAN SYRUP 60 ML,608,12 BTL,12,"3,600","43,200",,,
701,2020-06,"JAYA, APOTEK",SMC019,"SAMCODIN (Dextromethorpan HBr, GG, CTM) TABLET 100'S","2,205",3 BOX,3,"47,000","141,000",,,
702,2020-06,"JAYA, APOTEK",SMC021,COD LIVER OIL KAPSUL 100'S,38,5 BTL,5,"18,870","94,350",,,
703,2020-06,"JAYA, APOTEK",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP","1,415",3 BOX,3,"26,000","78,000",,,
704,2020-06,"BERKAT JAYA FARMA, APTK",DEF009,VITAMIN B COMPLEX TABLET 100'S,336,200 POT,200,"4,500","900,000",,,
705,2020-06,"BERKAT JAYA FARMA, APTK",ERT022,ETAMOXUL KAPLET 100'S,294,100 BOX,100,"22,750","2,275,000",,,
706,2020-06,"BERKAT JAYA FARMA, APTK",NPH069,PARAFEN KAPLET 100's,500,50 BOX,50,"22,500","1,125,000",,,
707,2020-06,"BERKAT JAYA FARMA, APTK",RAG011,ANTASIDA DOEN TABLET 100'S,"3,315",300 BOX,300,"7,800","2,340,000",,,
708,2020-06,"BERKAT JAYA FARMA, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),975,300 POT,300,"7,600","2,280,000",,,
709,2020-07,"RADITYA BINA FARMA, PT",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"11,830",500 BOX,500,"7,600","3,800,000",,,
710,2020-07,"RADITYA BINA FARMA, PT",ERG017,AMLODIPINE 5 MG TABLET 30'S,"1,125",700 BOX,700,"2,400","1,680,000",,,
711,2020-07,"RADITYA BINA FARMA, PT",ERT010,ETAFEN 400 MG TABLET 100'S,325,100 BOX,100,"25,000","2,500,000",,,
712,2020-07,"RADITYA BINA FARMA, PT",NPG040,AMBROXOL 30 MG TABLET 100'S,"2,134",400 BOX,400,"8,500","3,400,000",,,
713,2020-07,"RADITYA BINA FARMA, PT",RAM046,AFOLAT 400 MG TABLET 100S,807,50 BOX,50,"13,000","650,000",,,
714,2020-07,"RADITYA BINA FARMA, PT",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),"4,091",200 POT,200,"6,700","1,340,000",,,
715,2020-07,"RADITYA BINA FARMA, PT",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,267,200 BOX,200,"14,500","2,900,000",,,
716,2020-07,"RADITYA BINA FARMA, PT",TRMG006,DOMPERIDONE MALEAT 10 MG TABLET 100'S,715,300 BOX,300,"15,000","4,500,000",,,
717,2020-07,"RADITYA BINA FARMA, PT",TRMG009,ANTASIDA DOEN TABLET 100'S,"3,015",200 BOX,200,"7,800","1,560,000",,,
718,2020-07,"PERINTIS BUKIT FARMA, PT",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,252,200 BOX,200,"54,750","10,950,000",,,
719,2020-07,"PERINTIS BUKIT FARMA, PT",TRM001,TRIMALGIN 500 MG KAPLET 100'S,275,200 BOX,200,"18,500","3,700,000",,,
720,2020-07,"PERINTIS BUKIT FARMA, PT",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP","1,412",720 BOX,720,"26,000","18,720,000",,,
721,2020-07,"PERINTIS BUKIT FARMA, PT",TRM019,"TRIMABION (Vit B1, B6, B12) TABLET 100'S",278,200 BOX,200,"33,500","6,700,000",,,
722,2020-07,"PERINTIS BUKIT FARMA, PT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050","4,000 POT","4,000","5,800","23,200,000",,,
723,2020-07,"PERINTIS BUKIT FARMA, PT",YKT001,PACETIK 500 MG KAPLET 100's,235,35 BOX,35,"19,500","682,500",,,
724,2020-07,"PERINTIS BUKIT FARMA, PT",YKT008,YEFAMOX 500 MG KAPLET 100's,246,87 BOX,87,"47,500","4,132,500",,,
725,2020-07,"PERINTIS BUKIT FARMA, PT",YKT009,YEKAPONS 500 MG KAPLET 100'S,336,100 BOX,100,"23,250","2,325,000",,,
726,2020-07,"KUALA TANJUNG, APTK",NPH020,NOVASTAN SYRUP 60 ML,"1,424",900 BTL,900,"5,300","4,770,000",,,
727,2020-07,"KUALA TANJUNG, APTK",NPH083,GRICIN 125 MG TABLET 100's,540,100 BOX,100,"32,500","3,250,000",,,
728,2020-07,"KUALA TANJUNG, APTK",NPH089,FERBION(Vitamin dan Mineral)Kapsul 100'S,"2,260",200 BOX,200,"18,000","3,600,000",,,
729,2020-07,"KUALA TANJUNG, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,305,150 BOX,150,"15,000","2,250,000",,,
730,2020-07,"KUALA TANJUNG, APTK",NPH091,NOVARON (Metamizole Sodium) KAPLET 100'S,865,540 POT,540,"17,500","9,450,000",,,
731,2020-07,"BERKAT NAULI, APOTEK",NPH067,CEFFORD FORTE DRY SYRUP 60 ML,180,120 BTL,120,"8,700","1,044,000",,,
732,2020-07,"BERKAT NAULI, APOTEK",RAM001,CALORTUSIN KAPLET 100's,445,5 BOX,5,"41,000","205,000",,,
733,2020-07,"BERKAT NAULI, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",72,5 BOX,5,"32,500","162,500",,,
734,2020-07,"LAMHOT FARMA, APTK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,52,20 BOX,20,"54,750","1,095,000",,,
735,2020-07,"LAMHOT FARMA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,"1,045",250 BTL,250,"4,800","1,200,000",,,
736,2020-07,"LAMHOT FARMA, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,403,100 BOX,100,"53,750","5,375,000",,,
737,2020-07,"LAMHOT FARMA, APTK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),"2,064",200 POT,200,"15,500","3,100,000",,,
738,2020-07,"LARIS, APOTEK",AFI020,"SALEP 2-4 (As. salisilat, sulfur praecipitatum) 15 GR POT/10'S",245,100 POT,100,"3,350","335,000",,,
739,2020-07,"LARIS, APOTEK",NPH088,ZENTRIS (Cetirine HCl 10 mg) TABLET 100's,166,50 BOX,50,"9,500","475,000",,,
740,2020-07,"LARIS, APOTEK",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),"3,891",200 POT,200,"6,700","1,340,000",,,
741,2020-07,"MISIDI FARMA, APOTEK",NPH086,COMVIT D 1000 IU KAPLET 30'S,10,1 BOX,1,"37,000","37,000",,,
742,2020-07,"MISIDI FARMA, APOTEK",RAM030,ERYRA FORTE TABLET 100's,320,1 BOX,1,"91,000","91,000",,,
743,2020-07,"INTI SEHAT, APOTEK",ERT001,ETABION KAPSUL 100'S,655,20 BOX,20,"21,500","430,000",,,
744,2020-07,"INTI SEHAT, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,175,50 BOX,50,"19,500","975,000",,,
745,2020-07,"INTI SEHAT, APOTEK",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,125,20 BOX,20,"46,000","920,000",,,
746,2020-07,"INTI SEHAT, APOTEK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","2,415",200 POT,200,"3,700","740,000",,,
747,2020-07,KHAN APOTEK,NPG054,MELOXICAM 15 MG TABLET 100'S,168,136 BOX,136,"21,000","2,856,000",,,
748,2020-07,KHAN APOTEK,NPG055,"MELOXICAM 7,5 MG TABLET 100'S","1,436",136 BOX,136,"12,500","1,700,000",,,
749,2020-07,KHAN APOTEK,NPH069,PARAFEN KAPLET 100's,450,200 BOX,200,"22,500","4,500,000",,,
750,2020-08,"SUBUR JAYA FARMA, APT",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"11,330",200 BOX,200,"7,600","1,520,000",,,
751,2020-08,"SUBUR JAYA FARMA, APT",ERT001,ETABION KAPSUL 100'S,635,85 BOX,85,"21,500","1,827,500",,,
752,2020-08,"SUBUR JAYA FARMA, APT",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,32,30 BOX,30,"54,750","1,642,500",,,
753,2020-08,"SUBUR JAYA FARMA, APT",IFR040,ROVERTON KAPLET 100'S,50,50 BOX,50,"15,900","795,000",,,
754,2020-08,"SUBUR JAYA FARMA, APT",NPG032,GUAIFENESIN TABLET  100'S,534,50 BOX,50,"7,700","385,000",,,
755,2020-08,"SUBUR JAYA FARMA, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,"1,734",136 BOX,136,"8,500","1,156,000",,,
756,2020-08,"SUBUR JAYA FARMA, APT",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,809,80 BOX,80,"20,000","1,600,000",,,
757,2020-08,"SUBUR JAYA FARMA, APT",SOL002,ORPHEN 4 MG KAPLET 200'S,379,120 BOX,120,"14,000","1,680,000",,,
758,2020-08,"SUBUR JAYA FARMA, APT",SOL004,SOLPENOX 125 MG SYRUP 60 ML,"1,068",600 BTL,600,"4,750","2,850,000",,,
759,2020-08,"SUBUR JAYA FARMA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,401,200 BOX,200,"19,500","3,900,000",,,
760,2020-08,"SUBUR JAYA FARMA, APT",YKT008,YEFAMOX 500 MG KAPLET 100's,159,50 BOX,50,"47,500","2,375,000",,,
761,2020-08,"MANDIRI, APT",ERG003,CAPTOPRIL 25 MG TABLET 100'S,"1,675",25 BOX,25,"7,500","187,500",,,
762,2020-08,"MANDIRI, APT",ERT010,ETAFEN 400 MG TABLET 100'S,225,10 BOX,10,"25,000","250,000",,,
763,2020-08,"MANDIRI, APT",NPG011,METRONIDAZOLE 500 MG TABLET 100's,417,3 BOX,3,"16,500","49,500",,,
764,2020-08,"MANDIRI, APT",NPG018,IBUPROFEN 400 MG TABLET 100'S,125,5 BOX,5,"19,500","97,500",,,
765,2020-08,"MANDIRI, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,"1,598",30 BOX,30,"8,500","255,000",,,
766,2020-08,"MANDIRI, APT",NPH016,NOVADRYL SYRUP 60 ML,455,120 BTL,120,"3,600","432,000",,,
767,2020-08,"MANDIRI, APT",RAM004,DOLORSTAN FORTE KAPLET 100'S,522,10 BOX,10,"22,500","225,000",,,
768,2020-08,"MANDIRI, APT",RAM005,ERYRA SYRUP 60 ML,784,10 BTL,10,"13,500","135,000",,,
769,2020-08,"MANDIRI, APT",RAM018,"RAMOLIT ORALIT SACHET 50's @ 4,24 g",57,1 BOX,1,"21,500","21,500",,,
770,2020-08,"MANDIRI, APT",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,143,2 BOX,2,"46,000","92,000",,,
771,2020-08,"MANDIRI, APT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050",50 POT,50,"5,800","290,000",,,
772,2020-08,"MANDIRI, APT",YKT027,CYROX KAPLET 100'S,178,1 BOX,1,"46,500","46,500",,,
773,2020-08,"BERSAMA FARMA, APOTEK",NPH037,VADROL 4 MG TABLET 100'S,118,20 BOX,20,"31,000","620,000",,,
774,2020-08,"BERSAMA FARMA, APOTEK",RAM001,CALORTUSIN KAPLET 100's,440,40 BOX,40,"41,000","1,640,000",,,
775,2020-08,"MARAMPAR, APTK",CIB004,"CITOPRIM (Sulfametoksazol 400mg, Trimetoprim 80mg) KAPLET 100'S",300,297 BOX,297,"23,000","6,831,000",,,
776,2020-08,"MARAMPAR, APTK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,"1,650",200 BOX,200,"7,500","1,500,000",,,
777,2020-08,"MARAMPAR, APTK",ERG011,SALBUTAMOL SULFATE 2 MG TABLET 100'S,"1,926","1,769 BOX","1,769","8,500","15,036,500",,,
778,2020-08,"MARAMPAR, APTK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"11,130",400 BOX,400,"7,600","3,040,000",,,
779,2020-08,"MARAMPAR, APTK",ERT001,ETABION KAPSUL 100'S,550,100 BOX,100,"21,500","2,150,000",,,
780,2020-08,"MARAMPAR, APTK",ERT010,ETAFEN 400 MG TABLET 100'S,215,200 BOX,200,"25,000","5,000,000",,,
781,2020-08,"MARAMPAR, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,795,300 BTL,300,"4,800","1,440,000",,,
782,2020-08,"MARAMPAR, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,303,100 BOX,100,"53,750","5,375,000",,,
783,2020-08,"MARAMPAR, APTK",ERT024,ETAPRIL TABLET 100'S,305,275 BOX,275,"9,000","2,475,000",,,
784,2020-08,"MARAMPAR, APTK",IFR002,ARMACORT CREAM 5 GR,645,620 TUBE,620 ,"6,200","3,844,000",,,
785,2020-08,"MARAMPAR, APTK",IFR015,"FARIDEXON 0,5 MG KAPLET 100'S /BLISTER",320,301 BOX,301,"8,500","2,558,000",,,
786,2020-08,"MARAMPAR, APTK",IFR046,TIDIFAR 200 MG TABLET 100'S,27,18 BOX,18,"40,000","720,000",,,
787,2020-08,"MARAMPAR, APTK",IKT017,HAND SANITIZER MELON 30 ML 6'S,55,20 BOX,20,"30,600","612,000",,,
788,2020-08,"MARAMPAR, APTK",IKT018,ALKOHOL 70% CAP BETET 100 ML 6'S,18,12 BOX,12,"30,500","366,000",,,
789,2020-08,"MARAMPAR, APTK",NPG032,GUAIFENESIN TABLET  100'S,484,136 BOX,136,"7,700","1,047,200",,,
790,2020-08,"MARAMPAR, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,"1,568",136 BOX,136,"8,500","1,156,000",,,
791,2020-08,"MARAMPAR, APTK",NPH005,NOVADIAR SYRUP 60 ML,"1,177",360 BTL,360,"4,100","1,476,000",,,
792,2020-08,"MARAMPAR, APTK",NPH010,NOVAMOX SYRUP 60 ML,"5,045","1,260 BTL","1,260","5,600","7,056,000",,,
793,2020-08,"MARAMPAR, APTK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,"1,014",300 BOX,300,"19,500","5,850,000",,,
794,2020-08,"MARAMPAR, APTK",NPH020,NOVASTAN SYRUP 60 ML,524,180 BTL,180,"5,300","954,000",,,
795,2020-08,"MARAMPAR, APTK",NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),"1,228",180 BTL,180,"4,250","765,000",,,
796,2020-08,"MARAMPAR, APTK",NPH041,NOVACYCLINE 250 MG KAPSUL 500's,40,10 BOX,10,"265,000","2,650,000",,,
797,2020-08,"MARAMPAR, APTK",NPH045,NUVOPEC TABLET 100's,348,136 BOX,136,"16,000","2,176,000",,,
798,2020-08,"MARAMPAR, APTK",NPH046,NOVAKID SYRUP 60 ml,435,360 BTL,360,"4,500","1,620,000",,,
799,2020-08,"MARAMPAR, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)","1,869",640 POT,640,"4,000","2,560,000",,,
800,2020-08,"MARAMPAR, APTK",NPH083,GRICIN 125 MG TABLET 100's,540,136 BOX,136,"32,500","4,420,000",,,
801,2020-08,"MARAMPAR, APTK",NPH089,FERBION(Vitamin dan Mineral)Kapsul 100'S,"2,060",100 BOX,100,"18,000","1,800,000",,,
802,2020-08,"MARAMPAR, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,"1,130",210 BOX,210,"15,000","3,150,000",,,
803,2020-08,"MARAMPAR, APTK",RAG011,ANTASIDA DOEN TABLET 100'S,"2,815",200 BOX,200,"7,800","1,560,000",,,
804,2020-08,"MARAMPAR, APTK",RAM001,CALORTUSIN KAPLET 100's,400,100 BOX,100,"41,000","4,100,000",,,
805,2020-08,"MARAMPAR, APTK",RAM015,RAGYL FORTE 500 MG TABLET 100's,120,106 BOX,106,"23,500","2,491,000",,,
806,2020-08,"MARAMPAR, APTK",RAM024,BIOVITAN SYRUP 60 ML,522,300 BTL,300,"4,000","1,200,000",,,
807,2020-08,"MARAMPAR, APTK",RAM035,RANACID FORTE KAPLET 100'S,117,99 BOX,99,"23,500","2,326,500",,,
808,2020-08,"MARAMPAR, APTK",SLF001,SELESCARDIO 5 (Amlodipine 5 mg) KAPTAB 30'S,572,311 BOX,311,"5,100","1,586,100",,,
809,2020-08,"MARAMPAR, APTK",SMC019,"SAMCODIN (Dextromethorpan HBr, GG, CTM) TABLET 100'S","2,202","1,000 BOX","1,000","47,000","47,000,000",,,
810,2020-08,"MARAMPAR, APTK",SPD003,"CARBIDU 0,5 MG TABLET 200'S",595,100 BOX,100,"23,500","2,350,000",,,
811,2020-08,"MARAMPAR, APTK",SPD004,MEXON TABLET 100'S,368,100 BOX,100,"20,000","2,000,000",,,
812,2020-08,"MARAMPAR, APTK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","2,215",500 POT,500,"3,700","1,850,000",,,
813,2020-08,"MARAMPAR, APTK",TRM010,SEVOS 8 MG TABLET 100'S,172,150 BOX,150,"30,500","4,575,000",,,
814,2020-08,"MARAMPAR, APTK",TRM024,VITAKIDS (Vit C 50 mg) TABLET 30'S RASA JERUK,200,184 POT,184,"15,000","2,760,000",,,
815,2020-08,"MARAMPAR, APTK",TRM029,"VETASEN (GG, Dextromethorphan HBr, CTM) TABLET 100'S",348,295 BOX,295,"35,000","10,325,000",,,
816,2020-08,"MARAMPAR, APTK",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),"3,691",400 POT,400,"6,700","2,680,000",,,
817,2020-08,"MARAMPAR, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,67,100 BOX,100,"14,500","1,450,000",,,
